1. Clave de identificación ,2. Nombre de la planta de tratamiento,3. País,4. Lugar,4a. Cuencas HydroSHEDS L3,5. Clave de identificación nacional de la planta de tratamiento,6. Clave HydroWASTE,7. Año de inicio de operaciones de la planta,8. Operador PTAR,8a. Tipo de operador,"9. Tamaño
[Campo Calculado]",10. Latitude,11. Longitude,12. Latitude de la descarga,13. Longitude de la descarga ,14.Capacidad de tratamiento en litros por segundo (L/s),14a.Capacidad de tratamiento máximo (L/s),15. Caudal de operación promedio (L/s),16. Año de caudal de operación promedio,"Capacidad diseño para clasificación (L/s)
[Campo calculado]","Caudal de operación promedio para análisis (L/s)
[Campo calculado]",17a. Categorías del Proceso de tratamiento  ,17b. Subcategorías del Proceso de tratamiento  ,"Campo de clasificación de procesos de tratamiento
(RML)",18. Detalles del proceso de tratamiento ,19. Estado,20. Destino del agua residual,20a. Categoría de destino,21. Se aprovecha el biogás?,22. Disposición de lodos o fangos resultado del tratamiento,23. Volumen de lodos o fangos (L/s),24. Volumen reutilizado,25. Destino o tipo de uso,27 Notas,28. Fuente de la información,29. Año de información ,30. Fecha de ingreso ,"Observaciones al registro: 
""<Tipo><Fecha> <Iniciales> <Comentario>"":
[INFO] 230725 JM Comentario",Indicador geoposición,Indicador gasto,tipo_regimen,Estado,Municipio
MEX-1225,Santa Cruz de Miramar,México,"Santa Cruz de Miramar, San Blas, Nayarit",771 Cuencas Vertiente Pacífico de México y América Central,1586,43455,ND,ND,,01 Microplanta o sin dato,21.43428,-105.199,ND,ND,6.2,6.2,3,ND,6.2,3.0,06 Reactor anaerobio de flujo ascendente (RAFA),06.1 Reactor anaerobio de flujo ascendente (RAFA) y humedal,,RAFA + Humedales,05 No reportada (se asume en operación),Océano Pacífico,04 Mar,ND,ND,ND,ND,Océano Pacífico,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Nayarit,San Blas
MEX-1228,Ramones,México,"Los Ramones, Los Ramones, Nuevo León",752 Río Bravo y cuencas centrales del norte de México,1591,ND,ND,ND,,01 Microplanta o sin dato,25.70608,-99.6047,ND,ND,10.0,10.0,3,ND,10.0,3.0,02 Lagunas,02 Lagunas,,Lagunas de Estabilización,05 No reportada (se asume en operación),Río Pesqueria,01 Río o corriente,No,,,ND,Río Pesqueria,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Nuevo Leon,Los Ramones
MEX-1230,Ixtepec,México,"Ciudad Ixtepec, Ciudad Ixtepec, Oaxaca",771 Cuencas Vertiente Pacífico de México y América Central,1594,ND,ND,ND,,01 Microplanta o sin dato,16.5677,-95.0987,ND,ND,5.0,5.0,3,ND,5.0,3.0,12 Otros,12 Otros,,Anaerobio,05 No reportada (se asume en operación),Río Perros,01 Río o corriente,ND,ND,ND,ND,Río Perros,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Oaxaca,Ciudad Ixtepec
MEX-1234,San Lucas,México,"San Lucas Quiaviní, San Lucas Quiaviní, Oaxaca",771 Cuencas Vertiente Pacífico de México y América Central,1598,ND,ND,ND,,01 Microplanta o sin dato,16.8948,-96.4681,ND,ND,3.5,3.5,3,ND,3.5,3.0,03 Humedales,03 Humedales,,Humedal,05 No reportada (se asume en operación),Arroyo,01 Río o corriente,ND,ND,ND,ND,Arroyo,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Oaxaca,San Lucas Quiaviní
MEX-1272,El Pueblito,México,"Pueblito de Allende, Allende, Chihuahua",752 Río Bravo y cuencas centrales del norte de México,1819,ND,ND,ND,,01 Microplanta o sin dato,26.98096,-105.313,ND,ND,3.5,3.5,3,ND,3.5,3.0,02 Lagunas,02 Lagunas,,Lagunas facultativas,05 No reportada (se asume en operación),RIO DEL VALLE,01 Río o corriente,No,,,ND,RIO DEL VALLE,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Chihuahua,Allende
MEX-1281,Bahía Conejos,México,"Aguaje el Zapote, Santa María Huatulco, Oaxaca",771 Cuencas Vertiente Pacífico de México y América Central,1846,ND,ND,ND,,01 Microplanta o sin dato,15.76579,-96.2604,ND,ND,20.0,20.0,3,ND,20.0,3.0,01 Lodos activados,01 Lodos activados,,Lodos Activados,05 No reportada (se asume en operación),Áreas verdes,05 Reúso directo,ND,ND,ND,ND,Áreas verdes,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Oaxaca,Santa María Huatulco
MEX-1286,Santiago Chazumba,México,"Santiago Chazumba, Santiago Chazumba, Oaxaca",771 Cuencas Vertiente Pacífico de México y América Central,1858,ND,ND,ND,,01 Microplanta o sin dato,18.18877,-97.6805,ND,ND,3.9,3.9,3,ND,3.9,3.0,03 Humedales,03 Humedales,,Humedal,05 No reportada (se asume en operación),Río Grande,01 Río o corriente,ND,ND,ND,ND,Río Grande,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Oaxaca,Santiago Chazumba
MEX-1287,Santa Ana del Valle,México,"Santa Ana del Valle, Santa Ana del Valle, Oaxaca",771 Cuencas Vertiente Pacífico de México y América Central,1862,ND,ND,ND,,01 Microplanta o sin dato,16.99483,-96.4717,ND,ND,5.0,5.0,3,ND,5.0,3.0,03 Humedales,03 Humedales,,Humedal,05 No reportada (se asume en operación),Río Salado,01 Río o corriente,ND,ND,ND,ND,Río Salado,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Oaxaca,Santa Ana del Valle
MEX-1288,Ixtlán de Juárez,México,"Ixtlán de Juárez, Ixtlán de Juárez, Oaxaca",753 Golfo de México y vertiente Atlántico de América C.,1863,ND,ND,ND,,01 Microplanta o sin dato,17.33153,-96.4878,ND,ND,4.0,4.0,3,ND,4.0,3.0,12 Otros,12 Otros,,Anaerobio,05 No reportada (se asume en operación),Río Grande,01 Río o corriente,ND,ND,ND,ND,Río Grande,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Oaxaca,Ixtlán de Juárez
MEX-1289,San Pablo Huixtepec,México,"San Pablo Huixtepec, San Pablo Huixtepec, Oaxaca",771 Cuencas Vertiente Pacífico de México y América Central,1864,ND,ND,ND,,01 Microplanta o sin dato,16.82674,-96.781,ND,ND,5.0,5.0,3,ND,5.0,3.0,12 Otros,12.d Otros Reactor enzimático,,Reactor enzimático ,05 No reportada (se asume en operación),Laguna a cielo abierto,02 Cuerpo de agua,ND,ND,ND,ND,Laguna a cielo abierto,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Oaxaca,San Pablo Huixtepec
MEX-1315,Rinconada Palmira,México,"Jiutepec, Jiutepec, Morelos",771 Cuencas Vertiente Pacífico de México y América Central,1957,ND,ND,ND,,01 Microplanta o sin dato,18.87936,-99.2005,ND,ND,4.0,4.0,3,ND,4.0,3.0,01 Lodos activados,01 Lodos activados,,Lodos Activados,05 No reportada (se asume en operación),Colector Tezontepec,01 Río o corriente,ND,ND,ND,ND,Colector Tezontepec,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Morelos,Jiutepec
MEX-1327,Fraccionamineto  Infonavit,México,"Fraccionamineto Infonavit, Comalcalco, Tabasco",753 Golfo de México y vertiente Atlántico de América C.,1984,ND,ND,ND,,01 Microplanta o sin dato,18.27944,-93.2197,ND,ND,3.5,3.5,3,ND,3.5,3.0,06 Reactor anaerobio de flujo ascendente (RAFA),06 Reactor anaerobio de flujo ascendente (RAFA),,Reactor anaerobio de flujo ascendente (RAFA),05 No reportada (se asume en operación),Rio seco ,01 Río o corriente,ND,ND,ND,ND,Rio seco ,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Tabasco,Comalcalco
MEX-1329, Puxcatan,México,"Ejido Puxcatán, Tacotalpa, Tabasco",753 Golfo de México y vertiente Atlántico de América C.,2001,43580,ND,ND,,01 Microplanta o sin dato,17.45515,-92.6843,ND,ND,3.0,3.0,3,ND,3.0,3.0,08 Tanque Imhoff,08 Tanque Imhoff,,Tanque Imhoff,05 No reportada (se asume en operación),Rio Puxcatan,01 Río o corriente,ND,ND,ND,ND,Rio Puxcatan,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Tabasco,Tacotalpa
MEX-1333,Yetla de Juárez,México,"Yetla de Juárez, Santo Domingo Tonalá, Oaxaca",771 Cuencas Vertiente Pacífico de México y América Central,2023,ND,ND,ND,,01 Microplanta o sin dato,17.66502,-97.9901,ND,ND,3.0,3.0,3,ND,3.0,3.0,03 Humedales,03 Humedales,,Humedal,05 No reportada (se asume en operación),Río Mixteco,01 Río o corriente,ND,ND,ND,ND,Río Mixteco,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Oaxaca,Santo Domingo Tonalá
MEX-1361,Santa Rosa,México,"Santa Rosa , San Blas Atempa, Oaxaca",771 Cuencas Vertiente Pacífico de México y América Central,2095,ND,ND,ND,,01 Microplanta o sin dato,16.3168,-95.0997,ND,ND,4.2,4.2,3,ND,4.2,3.0,03 Humedales,03 Humedales,,Humedal,05 No reportada (se asume en operación),Sin información,ND,ND,ND,ND,ND,Sin información,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Oaxaca,San Blas Atempa
MEX-1419,Tlalixtac de Cabrera,México,"Tlalixtac De Cabrera, Tlalixtac de Cabrera, Oaxaca",771 Cuencas Vertiente Pacífico de México y América Central,2248,ND,ND,ND,,01 Microplanta o sin dato,17.07448,-96.6484,ND,ND,6.0,6.0,3,ND,6.0,3.0,03 Humedales,03 Humedales,,Humedal,05 No reportada (se asume en operación),Río Salado,01 Río o corriente,ND,ND,ND,ND,Río Salado,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Oaxaca,Tlalixtac de Cabrera
MEX-1446,Revolución (Las Víboras) y Benjamín Urías (San Andrés),México,"Revolución (Las Víboras) y Benjamín Urías (San Andrés), Hidalgo, Durango",752 Río Bravo y cuencas centrales del norte de México,2295,ND,ND,ND,,01 Microplanta o sin dato,26.20492,-105.063,ND,ND,15.0,15.0,3,ND,15.0,3.0,02 Lagunas,02 Lagunas,,Lagunas: Aireada + Facultativa,05 No reportada (se asume en operación),Arroyo Las Víboras,01 Río o corriente,No,,,ND,Arroyo Las Víboras,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Durango,Hidalgo
MEX-1448,Laguna de estabilización de la localidad General Escobedo,México,"General Escobedo, El Oro, Durango",752 Río Bravo y cuencas centrales del norte de México,2298,ND,ND,ND,,01 Microplanta o sin dato,25.52628,-105.224,ND,ND,13.7,13.7,3,ND,13.7,3.0,02 Lagunas,02 Lagunas,,Lagunas: Anaerobia + Facultativa,05 No reportada (se asume en operación),Arroyo Grande,01 Río o corriente,No,,,ND,Arroyo Grande,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Durango,El Oro
MEX-1462,Fraccionamiento Buenavista,México,"Antón Lizardo, Alvarado, Veracruz de Ignacio de la Llave",753 Golfo de México y vertiente Atlántico de América C.,2320,ND,ND,ND,,01 Microplanta o sin dato,19.05797,-95.9883,ND,ND,3.0,3.0,3,ND,3.0,3.0,06 Reactor anaerobio de flujo ascendente (RAFA),06.1 Reactor anaerobio de flujo ascendente (RAFA) y humedal,,RAFA + Humedales,05 No reportada (se asume en operación),Infiltración,03 Terreno,ND,ND,ND,ND,Infiltración,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Veracruz de Ignacio de la Llave,Alvarado
MEX-1520,Genaro Codina,México,"Genaro Codina, Genaro Codina, Zacatecas",771 Cuencas Vertiente Pacífico de México y América Central,2448,ND,ND,ND,,01 Microplanta o sin dato,22.48761,-102.457,ND,ND,3.0,3.0,3,ND,3.0,3.0,12 Otros,12.d Otros Reactor enzimático,,Reactor enzimático ,05 No reportada (se asume en operación),Río Grande,01 Río o corriente,ND,ND,ND,ND,Río Grande,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Zacatecas,Genaro Codina
MEX-1561,Concepción Pápalo,México,"Concepción Pápalo, Concepción Pápalo, Oaxaca",753 Golfo de México y vertiente Atlántico de América C.,2596,ND,ND,ND,,01 Microplanta o sin dato,17.84137,-96.8814,ND,ND,5.0,5.0,3,ND,5.0,3.0,03 Humedales,03 Humedales,,Humedal,05 No reportada (se asume en operación),Sin información,ND,ND,ND,ND,ND,Sin información,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Oaxaca,Concepción Pápalo
MEX-1562,Lachirioag,México,"San Cristóbal Lachirioag, San Cristóbal Lachirioag, Oaxaca",753 Golfo de México y vertiente Atlántico de América C.,2597,ND,ND,ND,,01 Microplanta o sin dato,17.33597,-96.165,ND,ND,5.0,5.0,3,ND,5.0,3.0,03 Humedales,03 Humedales,,Humedal,05 No reportada (se asume en operación),Sin información,ND,ND,ND,ND,ND,Sin información,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Oaxaca,San Cristóbal Lachirioag
MEX-1563,San Pedro Yólox,México,"San Pedro Yólox, San Pedro Yólox, Oaxaca",753 Golfo de México y vertiente Atlántico de América C.,2598,ND,ND,ND,,01 Microplanta o sin dato,17.58844,-96.5516,ND,ND,4.0,4.0,3,ND,4.0,3.0,03 Humedales,03 Humedales,,Humedal,05 No reportada (se asume en operación),Sin información,ND,ND,ND,ND,ND,Sin información,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Oaxaca,San Pedro Yólox
MEX-1565,Santa María Guelacé,México,"Santa María Guelacé, Santa María Guelacé, Oaxaca",771 Cuencas Vertiente Pacífico de México y América Central,2600,ND,ND,ND,,01 Microplanta o sin dato,17.00088,-96.6028,ND,ND,5.0,5.0,3,ND,5.0,3.0,03 Humedales,03 Humedales,,Humedal,05 No reportada (se asume en operación),Sin información,ND,ND,ND,ND,ND,Sin información,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Oaxaca,Santa María Guelacé
MEX-1566,Santo Domingo Tonalá,México,"Santo Domingo Tonalá, Santo Domingo Tonalá, Oaxaca",771 Cuencas Vertiente Pacífico de México y América Central,2601,ND,ND,ND,,01 Microplanta o sin dato,17.67461,-97.9639,ND,ND,5.0,5.0,3,ND,5.0,3.0,03 Humedales,03 Humedales,,Humedal,05 No reportada (se asume en operación),Sin información,ND,ND,ND,ND,ND,Sin información,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Oaxaca,Santo Domingo Tonalá
MEX-1570,San Pedro Mixtepec,México,"San Pedro Mixtepec - Dto. 22 -, San Pedro Mixtepec - Dto. 22 -, Oaxaca",771 Cuencas Vertiente Pacífico de México y América Central,2609,ND,ND,ND,,01 Microplanta o sin dato,15.98264,-97.0838,ND,ND,5.0,5.0,3,ND,5.0,3.0,03 Humedales,03 Humedales,,Humedal,05 No reportada (se asume en operación),Sin información,ND,ND,ND,ND,ND,Sin información,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Oaxaca,San Pedro Mixtepec - Dto. 22 -
MEX-1695,Camalote,México,"El Camalote, Culiacán, Sinaloa",771 Cuencas Vertiente Pacífico de México y América Central,2929,44106,ND,ND,,01 Microplanta o sin dato,24.37458,-107.303,ND,ND,4.1,4.1,3,ND,4.1,3.0,01 Lodos activados,01 Lodos activados,,Lodos Activados,05 No reportada (se asume en operación),Río San Lorenzo (100% agua tratada con reúso indirecto ambiental),01 Río o corriente,ND,ND,ND,ND,Río San Lorenzo (100% agua tratada con reúso indirecto ambiental),Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Sinaloa,Culiacán
MEX-1703,Recoveco,México,"Recoveco, Mocorito, Sinaloa",771 Cuencas Vertiente Pacífico de México y América Central,2941,ND,ND,ND,,01 Microplanta o sin dato,24.99435,-107.727,ND,ND,3.4,3.4,3,ND,3.4,3.0,03 Humedales,03 Humedales,,Humedal,05 No reportada (se asume en operación),Dren Pericos (100% agua tratada con reúso indirecto ambiental),01 Río o corriente,ND,ND,ND,ND,Dren Pericos (100% agua tratada con reúso indirecto ambiental),Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Sinaloa,Mocorito
MEX-1713,Cocoyoles,México,"Mérida, Mérida, Yucatán",753 Golfo de México y vertiente Atlántico de América C.,2979,ND,ND,ND,,01 Microplanta o sin dato,21.04461,-89.5991,ND,ND,2.16,2.16,3,ND,2.16,3.0,01 Lodos activados,01.a Lodos activados aireación extendida,,Lodos activados (aireación extendida),05 No reportada (se asume en operación),Acuífero Península de Yucatán,ND,ND,ND,ND,ND,Acuífero Península de Yucatán,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Yucatan,Mérida
MEX-1772,Las Palmas Norte,México,"Las Palmas De Arriba, Puerto Vallarta, Jalisco",771 Cuencas Vertiente Pacífico de México y América Central,3096,44209,ND,ND,,01 Microplanta o sin dato,20.82723,-105.098,ND,ND,3.0,3.0,3,ND,3.0,3.0,07 Filtros anaerobios,07.a Filtros anaerobios de flujo ascendente,,Filtro anaerobio de flujo ascendente (FAFA),05 No reportada (se asume en operación),"Río San Sebastian, afluente del Río Ameca Ixtapa",01 Río o corriente,ND,ND,ND,ND,"Río San Sebastian, afluente del Río Ameca Ixtapa",Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Jalisco,Puerto Vallarta
MEX-1773,Las Palmas Poniente,México,"Las Palmas De Arriba, Puerto Vallarta, Jalisco",771 Cuencas Vertiente Pacífico de México y América Central,3097,ND,ND,ND,,01 Microplanta o sin dato,20.82306,-105.11,ND,ND,3.0,3.0,3,ND,3.0,3.0,07 Filtros anaerobios,07.a Filtros anaerobios de flujo ascendente,,Filtro anaerobio de flujo ascendente (FAFA),05 No reportada (se asume en operación),"Río San Sebastian, afluente del Río Ameca Ixtapa",01 Río o corriente,ND,ND,ND,ND,"Río San Sebastian, afluente del Río Ameca Ixtapa",Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Jalisco,Puerto Vallarta
MEX-1779,Tepusco,México,"Tepusco, Villa Hidalgo, Jalisco",771 Cuencas Vertiente Pacífico de México y América Central,3112,44220,ND,ND,,01 Microplanta o sin dato,21.60332,-102.602,ND,ND,3.0,3.0,3,ND,3.0,3.0,07 Filtros anaerobios,07.a Filtros anaerobios de flujo ascendente,,Filtro anaerobio de flujo ascendente (FAFA),05 No reportada (se asume en operación),Presa San Ignacio- Río Teocaltiche - río Verde,02 Cuerpo de agua,ND,ND,ND,ND,Presa San Ignacio- Río Teocaltiche - río Verde,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Jalisco,Villa Hidalgo
MEX-1787,Palmas III,México,"San Francisco de Campeche, Campeche, Campeche",753 Golfo de México y vertiente Atlántico de América C.,3139,ND,ND,ND,,01 Microplanta o sin dato,19.86768,-90.5039,ND,ND,3.0,3.0,3,ND,3.0,3.0,01 Lodos activados,01 Lodos activados,,Lodos Activados,05 No reportada (se asume en operación),Acuifero de la Peninsula de Yucatan,ND,ND,ND,ND,ND,Acuifero de la Peninsula de Yucatan,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Campeche,Campeche
MEX-1838,Mazapa,México,"Mazapa, Calpulalpan, Tlaxcala",753 Golfo de México y vertiente Atlántico de América C.,3229,ND,ND,ND,,01 Microplanta o sin dato,19.54205,-98.5505,ND,ND,3.7,3.7,3,ND,3.7,3.0,06 Reactor anaerobio de flujo ascendente (RAFA),06.6 Reactor anaerobio de flujo ascendente (RAFA) y laguna,,RAFA + Laguna,05 No reportada (se asume en operación),Barranca sin nombre,01 Río o corriente,ND,ND,ND,ND,Barranca sin nombre,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Tlaxcala,Calpulalpan
MEX-1843,Malinaltepec,México,"Malinaltepec, Malinaltepec, Guerrero",771 Cuencas Vertiente Pacífico de México y América Central,3245,ND,ND,ND,,01 Microplanta o sin dato,17.23502,-98.6655,ND,ND,5.0,5.0,3,ND,5.0,3.0,01 Lodos activados,01 Lodos activados,,Lodos Activados,05 No reportada (se asume en operación),Río Malinaltepec,01 Río o corriente,ND,ND,ND,ND,Río Malinaltepec,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Guerrero,Malinaltepec
MEX-1845,Huitziltepec,México,"Huitziltepec, Eduardo Neri, Guerrero",771 Cuencas Vertiente Pacífico de México y América Central,3249,ND,ND,ND,,01 Microplanta o sin dato,17.76118,-99.4677,ND,ND,9.0,9.0,3,ND,9.0,3.0,01 Lodos activados,01 Lodos activados,,Lodos Activados,05 No reportada (se asume en operación),Laguna Huiziltepec,02 Cuerpo de agua,ND,ND,ND,ND,Laguna Huiziltepec,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Guerrero,Eduardo Neri
MEX-1858,Velo de Novia,México,"Valle de Bravo, Valle de Bravo, México",771 Cuencas Vertiente Pacífico de México y América Central,3287,ND,ND,ND,,01 Microplanta o sin dato,19.19439,-100.132,ND,ND,5.0,5.0,3,ND,5.0,3.0,06 Reactor anaerobio de flujo ascendente (RAFA),06.1 Reactor anaerobio de flujo ascendente (RAFA) y humedal,,RAFA + Humedales,05 No reportada (se asume en operación),Arroyo afluente de la Presa Valle de Bravo,01 Río o corriente,ND,ND,ND,ND,Arroyo afluente de la Presa Valle de Bravo,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Mexico,Valle de Bravo
MEX-1878,San Martín Jajalpa I,México,"Ocoyoacac, Ocoyoacac, México",771 Cuencas Vertiente Pacífico de México y América Central,3327,ND,ND,ND,,01 Microplanta o sin dato,19.28775,-99.4504,ND,ND,3.0,3.0,3,ND,3.0,3.0,01 Lodos activados,01 Lodos activados,,Lodos activados (convencional),05 No reportada (se asume en operación),Colector Municipal,01 Río o corriente,ND,ND,ND,ND,Colector Municipal,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Mexico,Ocoyoacac
MEX-1879,San Martín Jajalpa II,México,"Ocoyoacac, Ocoyoacac, México",771 Cuencas Vertiente Pacífico de México y América Central,3328,ND,ND,ND,,01 Microplanta o sin dato,19.28775,-99.4504,ND,ND,3.0,3.0,3,ND,3.0,3.0,01 Lodos activados,01 Lodos activados,,Lodos activados (convencional),05 No reportada (se asume en operación),Colector Municipal,01 Río o corriente,ND,ND,ND,ND,Colector Municipal,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Mexico,Ocoyoacac
MEX-1928,Laguna Colorada,México,"Laguna Colorada, Culiacán, Sinaloa",771 Cuencas Vertiente Pacífico de México y América Central,3463,ND,ND,ND,,01 Microplanta o sin dato,24.67243,-107.318,ND,ND,4.1,4.1,3,ND,4.1,3.0,02 Lagunas,02 Lagunas,,Lagunas Aireadas,05 No reportada (se asume en operación),Arroyo El Sauce (100% agua tratada con reúso indirecto ambiental),01 Río o corriente,No,,,ND,Arroyo El Sauce (100% agua tratada con reúso indirecto ambiental),Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Sinaloa,Culiacán
MEX-1950,Ejido Habanero 1ra Seccion.,México,"Habanero 1ra. Sección, Cárdenas, Tabasco",753 Golfo de México y vertiente Atlántico de América C.,3491,ND,ND,ND,,01 Microplanta o sin dato,17.96682,-93.3335,ND,ND,5.0,5.0,3,ND,5.0,3.0,08 Tanque Imhoff,08 Tanque Imhoff,,Tanque Imhoff,05 No reportada (se asume en operación),Dren inominada,01 Río o corriente,ND,ND,ND,ND,Dren inominada,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Tabasco,Cárdenas
MEX-1952,Los Volcanes,México,"Los Volcanes, Atenguillo, Jalisco",771 Cuencas Vertiente Pacífico de México y América Central,3496,44459,ND,ND,,01 Microplanta o sin dato,20.32012,-104.535,ND,ND,3.0,3.0,3,ND,3.0,3.0,07 Filtros anaerobios,07.a Filtros anaerobios de flujo ascendente,,Filtro anaerobio de flujo ascendente (FAFA),05 No reportada (se asume en operación),Río Atenguillo afluente del río Ameca,01 Río o corriente,ND,ND,ND,ND,Río Atenguillo afluente del río Ameca,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Jalisco,Atenguillo
MEX-1955,Concepción,México,"La Concepción, La Huerta, Jalisco",771 Cuencas Vertiente Pacífico de México y América Central,3506,ND,ND,ND,,01 Microplanta o sin dato,19.50981,-104.56,ND,ND,3.0,3.0,3,ND,3.0,3.0,02 Lagunas,02 Lagunas,,Lagunas de estabilización,05 No reportada (se asume en operación),Río Purificación,01 Río o corriente,No,,,ND,Río Purificación,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Jalisco,La Huerta
MEX-1956,Teocaltitán de Guadalupe,México,"Teocaltitán de Guadalupe, Jalostotitlán, Jalisco",771 Cuencas Vertiente Pacífico de México y América Central,3508,44465,ND,ND,,01 Microplanta o sin dato,21.14233,-102.405,ND,ND,3.0,3.0,3,ND,3.0,3.0,01 Lodos activados,01.a Lodos activados aireación extendida,,Lodos activados (aireación extendida),05 No reportada (se asume en operación),Río Jalostotitlán afluente del río Verde,01 Río o corriente,ND,ND,ND,ND,Río Jalostotitlán afluente del río Verde,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Jalisco,Jalostotitlán
